descricao;empenhado;liquidado;pago
"ADRYAN THEODORO DE SOUZA MACIEL - 10787603228";"160,00";"160,00";"160,00"
"ADRYELLI ARAUJO DA SILVA - 06215876216";"160,00";"160,00";"160,00"
"ADRYL SAMUEL MIRANDA SOUZA - 04605202293";"210,00";"210,00";"210,00"
"ADRYNY TAYANY TRINDADE ALMEIDA - 02715386273";"1.920,00";"1.920,00";"1.920,00"
"ADSON DANTAS DA SILVA - 89922620278";"829,12";"829,12";"829,12"
"ADSON DIEIME DUTRA DA SILVA - 77784898215";"2.576,24";"2.576,24";"2.576,24"
"ADSON DOS SANTOS FERNANDES - 63211351272";"753,37";"753,37";"753,37"
"ADSON NOGUEIA DO NASCIMENTO - 07736473250";"1.538,00";"1.538,00";"1.538,00"
"ADVAGNER LOPES PRADO - 36040916249";"24.834,44";"24.834,44";"24.834,44"
"AEOLANE COELHO SOUSA - 01922417297";"2.960,10";"2.960,10";"2.960,10"
"AERCIO LOPES DA CONCEICAO - 65903102204";"3.228,74";"3.228,74";"3.228,74"
"AEROBRAN TAXI AEREO LTDA - 07918532000151";"4.568.392,25";"4.568.392,25";"3.943.485,50"
"AEROMOT AERONAVES E MOTORES SA - 92833110000152";"21.582.296,60";"20.519.519,22";"20.519.519,22"
"AEROTUR SERVICOS DE VIAGENS LTDA - 05120923000109";"4.584.731,28";"3.031.411,56";"2.668.972,03"
"A E S EMPREENDIMENTOS E PARTICIPACOES LT - 20618125000197";"360.000,00";"210.000,00";"210.000,00"
"AFA ABRAHAO LTDA - 84304765000105";"781.690,50";"291.745,00";"291.745,00"
"AFC COMERCIO E INDUSTRIA DE ALIMENTOS LT - 18880097000130";"7.417.657,60";"4.203.991,46";"3.401.865,38"
"A. F. COMERCIO DE LIVROS E CURSOS ESPECI - 06336797000189";"3.000,00";"3.000,00";"3.000,00"
"A FERREIRA VASCONCELOS - 15750248000147";"76.528,28";"76.442,28";"76.442,28"
"AFONSO DA COSTA MONTEIRO - 00924010231";"11.666,36";"11.666,36";"11.666,36"
"AFONSO EDER PORTELA DE MESSIAS - 52782395220";"23.671,60";"23.671,60";"23.671,60"
"AFONSO RODRIGUES DE BARROS - 06664784220";"28.800,00";"0,00";"0,00"
"AFOX COMERCIO E LOCACAO LTDA - 37307516000193";"28.000,00";"0,00";"0,00"
"AFRANIO AUGUSTO MAIA DA SILVEIRA - 36038652272";"1.614,37";"1.614,37";"1.614,37"
"AFTER LIMITS COMERCIO DE EQUIPAMENTOS DE - 26342129000171";"260.400,00";"0,00";"0,00"
"AGACILDA MACIEL DE SOUZA - 54777267253";"320,00";"320,00";"320,00"
"AGAGILDO DA SILVA FRANCO - 64343790215";"90.823,10";"90.823,10";"90.823,10"
"AGAGILDO DE PAIVA LIMA - 21781702268";"861,00";"861,00";"861,00"
"AGAPE ASSESSORIA E CONSULTORIA LTDA - 02548735000180";"344.250,00";"150.205,00";"150.205,00"
"ÁGATA LIRIEL SANTANA DIAS - 08098785262";"400,00";"400,00";"400,00"
"AGATHA CRISTHYE DE ARAUJO SOTERO - 03011576262";"390,00";"390,00";"390,00"
"AGATHA CRISTINI DE LIMA SOUZA - 94790078272";"400,00";"400,00";"400,00"
"AGATHA KIRYAN MORAES LIMA - 09877226200";"1.590,00";"1.590,00";"1.590,00"
"AGATHA VICTÓRIA DE SOUZA ROCHA - 07186457231";"1.826,00";"1.826,00";"1.826,00"
"AGATHA WELLEN OLIVEIRA BRITO - 02048145299";"570,00";"570,00";"570,00"
"AGC ENGENHARIA LTDA - 07917111000106";"314.809,61";"314.809,61";"314.809,61"
"A. G. CONSTRUTORA LTDA - 10699345000139";"520.711,00";"500.000,00";"500.000,00"
"AGEL BANDEIRA DA SILVA - 03285100257";"1.462,54";"1.462,54";"1.462,54"
"AGENAIRA FRANCIELLY  DE OLIVEIRA MARIANO - 51271206234";"1.959,23";"1.959,23";"1.959,23"
"AGENAIRA FRANCIELLY MARIANO DA CONCEICAO - 51271206234";"2.519,01";"2.519,01";"2.519,01"
"AGENALDO BATISTA SOUZA - 73684830259";"14.956,99";"14.956,99";"10.472,54"
"AGENCIA AEROTUR LTDA - 08030124000121";"158.809,83";"124.809,83";"53.413,60"
"AGENCIA DE DESENVOLV. SOCIAL DA AMAZONIA - 21257172000115";"700.947,84";"679.247,84";"580.947,84"
"AGENCIA REG DOS SER PUB DO EST DO ACRE - 05567708000142";"250.000,00";"128.458,70";"128.458,70"
"AGEU BOAVENTURA DA SILVA - 21681074249";"215,25";"215,25";"215,25"
"AGEU PEREIRA DA SILVA - 96375884268";"678,37";"678,37";"678,37"
"AGHATA COELHO DA SILVA - 10702098213";"1.676,00";"1.676,00";"1.676,00"
"AGHATA HADASSA DA COSTA FERNANDES - 04541132265";"256,00";"256,00";"256,00"
"AGHATA LIMA DA CONCEICAO - 06252637238";"160,00";"160,00";"160,00"
"AGILLE COMERCIO DE MEDICAMENTOS LTDA - 11697594000310";"41.190,00";"41.190,00";"41.190,00"
"AGIUS SERVIÇOS, LOGISTICA E EVENTOS LTDA - 40012506000135";"402.873,45";"340.147,00";"240.894,00"
"AGLAIR SUSIANE VERÇOSA DE LIMA - 30872650200";"9.813,08";"9.813,08";"9.813,08"
"AGLANAIR MARIA FERREIRA ABUGOCHE - 03139843283";"7.586,89";"7.586,89";"7.586,89"
"AGLEISON ALEXANDRINO CORREIA - 50880667249";"8.445,74";"8.445,74";"8.302,62"
"AGLES BEZERRA DA SILVA - 05625593299";"1.230,00";"1.230,00";"1.230,00"
"A G MARTINS - ME - 03817441000179";"0,00";"0,00";"0,00"
"AGNALDO BARBOSA DE OLIVEIRA - 29028396268";"200.606,06";"200.606,06";"200.606,06"
"AGNALDO CAMURCA DA CUNHA - 16092562200";"2.146,87";"2.146,87";"2.146,87"
"AGNALDO JORGE MENEZES DE SOUZA - 01173252282";"3.220,87";"3.220,87";"3.220,87"
"AGNALDO SANTANA DO NASCIMENTO - 21681414287";"5.025,00";"5.025,00";"3.182,50"
"AGNA NASCIMENTO DE MELO - 09069628201";"304,00";"304,00";"304,00"
"AGNES CRISTINE FIGUEIREDO CAVALCANTE - 92108903291";"7.801,59";"7.801,59";"7.801,59"
"AGNES DE NAZARE DOS SANTOS BRASIL - 07856384743";"60.000,00";"45.000,00";"45.000,00"
"AGNO SOUZA DA SILVA - 70001864297";"15.716,81";"15.716,81";"15.716,81"
"AGNUS TOUR VIAGEM E TURISMO - EIRELI - 24538995000107";"5.000,00";"1.744,45";"507,42"
"AGOSTINHO MESSIAS ABEGAO - 00239117867";"75,37";"75,37";"75,37"
"AGROINDUSTRIAL FREITAS LTDA - 21344856000154";"0,00";"0,00";"0,00"
"AGROMOTORES MAQ E IMPLEMENTOS LTDA - 03881622000164";"197.000,00";"197.000,00";"197.000,00"
"AGRO NORTE IMPORTACAO E EXPORTACAO LTDA - 04582979000104";"5.966.856,03";"4.464.028,89";"2.833.950,89"
"AGROSAFETY MONITORAMENTO AGRICOLA LTDA - 08073669000387";"48.090,00";"0,00";"0,00"
"AGS COMERCIO E SERVICOS LTDA - 02867848000148";"69.894,00";"63.101,95";"63.101,95"
"AGUAPURE LTDA - 23141967000199";"787.041,80";"638.546,80";"358.118,80"
"AGUEDA PEREIRA FERREIRA RIBEIRO - 71269762249";"4.454,99";"4.454,99";"4.454,99"
"AGUIA DOURADA DISTRIBUIDORA LTDA-ME - 07346286000100";"697.952,68";"297.009,44";"225.377,48"
"AGUIDA MARIA CAMPOS DO NASCIMENTO DE SOU - 09603441287";"15.000,00";"15.000,00";"15.000,00"
"AGUINALDO CAVALCANTE DE OLIVEIRA - 19674716220";"7.460,00";"0,00";"0,00"
"AGUINALDO PESSOA DE LIMA - 41213661234";"3.390,46";"3.390,46";"3.390,46"
"AGUINALDO TANANTA DE SOUZA - 00350992240";"2.260,12";"2.260,12";"2.260,12"
"AHIYOCHI HARA - 07932049253";"256,02";"256,02";"256,02"
"AIAS CARVALHO D AVILA - 70133783219";"28.571,43";"28.571,43";"28.571,43"
"AIAS DIAS DE ARAUJO - 60779829204";"9.875,60";"9.875,60";"5.581,86"
"AÍBES DE OLIVEIRA PINHEIRO - 08887646260";"802,00";"802,00";"802,00"
"AIDA CORREIA RODRIGUES - 43410782249";"2.470,06";"2.470,06";"2.470,06"
"AIDAN GONZAGA DE SOUSA - 00335951279";"30.000,00";"30.000,00";"30.000,00"
"AIDISSON DO NASCIMENTO SILVA - 70517755297";"1.180,00";"1.180,00";"1.180,00"
"AILSON M MENDONCA LTDA - 16746624000192";"1.034.242,34";"131.465,54";"97.901,41"
"AILSON OLIVEIRA MOREIRA - 08982778250";"296,00";"296,00";"296,00"
"AILTON CASSIANO DA CONCEICAO - 36050687234";"3.435,00";"3.435,00";"3.435,00"
"AILTON DA SILVA E SILVA - 01252244274";"28.571,43";"28.571,43";"28.571,43"
"AILTON FERRAZ LANZA - 03328193294";"560,00";"560,00";"560,00"
"AILTON JOSE MAIA DE ARAUJO - 21617120200";"12.269,73";"12.269,73";"12.269,73"
"AILTON LUIS CASTRO DA SILVA - 21635587204";"5.295,61";"5.295,61";"5.295,61"
"AIRES BATISTA LIMA JAMINAWA - 01144526280";"9.076,08";"0,00";"0,00"
"AIRES MARQUES DA GAMA - 32200552220";"3.458,07";"3.458,07";"3.458,07"
"AIRES PERGENTINO DA SILVA - 63436698253";"715,62";"715,62";"715,62"
"AIRES TURISMO LTDA - 06064175000149";"19.259.099,74";"19.259.099,74";"16.923.125,45"
"AIRINEIA DE LIMA BEZERRA - 00465028233";"2.080,00";"2.080,00";"2.080,00"
"AIRON FÉLIX SILVA - 09868103207";"368,00";"368,00";"368,00"
"AIRTON DA SILVA GALVAO - 60114967253";"28.338,73";"28.338,73";"28.338,73"
"AIRTON DIAS COSTA - 99567245215";"478,00";"478,00";"478,00"
"AIRTON FERREIRA DA SILVA - 58051988272";"3.148,74";"3.148,74";"3.148,74"
"AIRTON FERREIRA DA SILVA - 66555680210";"7.326,27";"7.326,27";"7.326,27"
"AIRTON JUNIOR MARTINS GOMES - 03751706267";"80,00";"80,00";"80,00"
"AIRTON OLIVEIRA DOS SANTOS - 13873350220";"3.220,87";"3.220,87";"3.220,87"
"AJACKSON GLAUBER DE SOUSA LIMA - 00347851240";"5.223,22";"5.223,22";"5.223,22"
"AKAUANY FERRAZ PEREIRA - 98304941287";"4.751,62";"4.751,62";"3.225,82"
"A. K. DE OLIVEIRA BATISTA - 34245877000164";"153.442,00";"81.306,00";"70.272,00"
"AKLAS LOPES DA SILVA - 04703475200";"396,00";"396,00";"0,00"
"A. K. RASTREAMENTO E TELEMETRIA LTDA - 28400030000104";"9.588,00";"952,00";"952,00"
"AKSON ROSS DALLE MORENO DA SILVA - 08369116280";"1.244,00";"1.244,00";"1.244,00"
"ALAB ALAB LTDA - 01673229000150";"3.295.320,50";"2.791.980,50";"2.692.730,00"
"ALAFY ALEX ANDRADE DA SILVA - 05331119271";"1.651,63";"1.651,63";"1.651,63"
"ALAGOANNA COMERCIO DE MATERIAS DE CONSTR - 52110281000139";"97.075,70";"0,00";"0,00"
"ALAIANE SILVA DA CUNHA E OUTROS - 96858419268";"1.754,28";"1.754,28";"1.754,28"
"ALAIDE RAMOS DE MELO EPIFANIO - 16472675287";"801,84";"801,84";"801,84"
"ALAIM LEITE FEITOZA NETO - 78081530282";"3.175,35";"3.175,35";"3.175,35"
"ALAMO CARIO FERNANDES DE HOLANDA - 29395968400";"51.000,00";"51.000,00";"51.000,00"
"ALAMOJU CENTRO DE CULTURA E PESQUISA - 23690296000115";"55.742,54";"55.742,54";"55.742,54"
"ALANA CAROLINA LAURENTINO MAIA ALBUQUERQ - 52007430282";"35.573,09";"35.573,09";"27.645,59"
"ALANA COSTA DOS SANTOS SOUZA - 02574368207";"12.595,08";"12.595,08";"12.595,08"
"ALANA DE MESQUITA LOPES - 06136541459";"3.397,50";"3.397,50";"3.397,50"
"ALANA FERREIRA DA SILVA - 05193266282";"320,00";"320,00";"320,00"
"ALANA GABRIELE FONTENELE DE LIMA - 04868924257";"60,00";"60,00";"60,00"
"ALANA HILLARY ALMEIDA SILVA - 09070783207";"240,00";"240,00";"240,00"
"ALANA NASCIMENTO E SOUZA - 00437184269";"11.421,22";"11.421,22";"11.421,22"
"ALANA NATICA PINHEIRO - 03251700103";"3.672,94";"3.672,94";"3.672,94"
"ALAN ANTONIO ARAUJO DE LIMA - 57829071268";"3.864,32";"3.864,32";"3.721,20"
"ALANA SOUZA RODRIGUES - 08635446224";"390,00";"390,00";"0,00"
"ALAN BARRETO DA SILVA - 62384210297";"6.440,61";"6.440,61";"6.440,61"
"ALAN BRUNO FERREIRA FEITOSA - 07637028208";"368,00";"368,00";"368,00"
"ALAN BURIN PALU - 65099613268";"9.447,48";"9.447,48";"9.447,48"
"ALAN CALLID DAMASCENO OLIVEIRA - 52501809220";"12.048,35";"12.048,35";"12.048,35"
"ALAN COSTA DE SOUZA - 08629272260";"400,00";"400,00";"400,00"
"ALAN DA SILVA FREITAS RIBEIRO - 01772366200";"1.080,00";"1.080,00";"1.080,00"
"ALAN DA SILVA HOYLE - 88334694253";"3.037,57";"3.037,57";"3.037,57"
"ALAN DE LIMA ARAÚJO - 70045685207";"230,00";"230,00";"230,00"
"ALAN DELON SALES DA COSTA - 09848882251";"1.720,00";"1.720,00";"1.720,00"
"ALAN DE OLIVEIRA DANTAS CRUZ - 97320358204";"3.825,43";"3.825,43";"3.825,43"
"ALAN DE OLIVEIRA FERRAZ - 92710387115";"15.675,32";"15.675,32";"15.675,32"
"ALAN DE OLIVEIRA FERRAZ - SF - 04034484000140";"15.000,00";"15.000,00";"15.000,00"
"ALAN DE OLIVEIRA VENTURA - 00443509298";"214,88";"214,88";"214,88"
"ALAN DE SOUZA LOPES - 01236136209";"2.316,81";"2.316,81";"2.316,81"
"ALAN DOMINGOS SALES KAXINAWA - 07766027216";"1.006,00";"1.006,00";"1.006,00"
"ALANE ALMEIDA SOMBRA - 08637746284";"390,00";"390,00";"390,00"
"ALANE SILVA BATISTA - 02030684244";"280,00";"280,00";"280,00"
"ALAN GABRIEL CUNHA DA SILVA - 01288657250";"7.326,27";"7.326,27";"7.326,27"
"ALAN HOLANDA DE OLIVEIRA - 10389484288";"336,00";"336,00";"336,00"
"ALAN LADE DE SOUZA CARMIN - 80051812215";"10.347,83";"10.347,83";"10.347,83"
"ALAN LAID DE SOUZA SILVA - 60384050204";"200,25";"200,25";"200,25"
"ALAN MARQUES DE SOUZA - 21726116204";"3.220,87";"3.220,87";"3.220,87"
"ALAN MELO MARTINS - 87494710310";"968,62";"968,62";"968,62"
"ALAN NOGUEIRA DE ASSIS - 41258851253";"2.421,90";"2.421,90";"2.421,90"
"ALAN RIBEIRO DE SOUZA - 71326221299";"358,00";"358,00";"358,00"
"ALAN RODRIGUES LOPES - 03419846207";"7.326,27";"7.326,27";"7.326,27"
"ALAN ROGERS SIMAO ALVES - 67606679215";"7.440,00";"7.440,00";"3.440,00"
"ALAN SOUZA BEZERRA - 05790837212";"1.760,00";"1.760,00";"1.760,00"
"ALAN SOUZA RIBEIRO - 98643266272";"3.982,10";"3.982,10";"3.982,10"
"ALAN VITOR DA SILVA SOUZA - 03194665235";"1.574,37";"1.574,37";"1.574,37"
"A L ARAUJO - 14362966000183";"25.325,00";"25.325,00";"25.325,00"
"ALAYCE DE SOUSA MEIRELES - 07852085261";"314,00";"314,00";"314,00"
"ALBANIR DOS SANTOS MORAIS - 32251505253";"715,62";"715,62";"715,62"
"ALBANIR RODRIGUES DE OLIVEIRA - 02814811215";"3.533,55";"3.533,55";"3.533,55"
"ALBANIR SAMPAIO PEREIRA - 76068153215";"5.840,00";"5.840,00";"5.840,00"
"ALBANIZA OLIVEIRA DE ALMEIDA - 11329963253";"1.130,64";"1.130,64";"1.130,64"
"ALBECI DE SOUZA NERI SF - 04034484000140";"500,00";"500,00";"500,00"
"ALBENILSON ROCHA DA SILVA - 94419132272";"7.871,84";"7.871,84";"7.871,84"
"ALBERCILDA GOMES BRANDAO DA SILVA SHANEN - 47828579268";"15.000,00";"15.000,00";"15.000,00"
"ALBERLANIO DA SILVA BARBOSA KAXINAWA - 70364492252";"15.000,00";"15.000,00";"15.000,00"
"ALBERT ALVES AZENHA MOREIRA - 12602328758";"9.991,80";"9.991,80";"9.991,80"
"ALBERTO FELICIO ABRAHAO LTDA - 84304112000126";"124.490,13";"24.370,00";"24.370,00"
"ALBERTO LIMA DA SILVA - 07893299215";"1.507,47";"1.507,47";"1.507,47"
"ALBERTO SARAH DE SOUZA - 90643798234";"1.130,61";"1.130,61";"1.130,61"
"ALBERTO TAPEOCY NOGUEIRA - 66788641234";"42.650,88";"42.650,88";"42.650,88"
"A.L.B. LUZ - 00023851000150";"5.388,00";"0,00";"0,00"
"ALBUQUERQUE ENGENHARIA IMPORTACAO E EXPO - 34696955000147";"6.679.962,42";"2.953.168,70";"2.953.168,70"
"ALCEMIR DA SILVA MANUARIS - 16457161200";"16.143,67";"16.143,67";"16.143,67"
"ALCEMIR DE BRITO BRAGA - 70179557220";"8.132,20";"8.132,20";"8.132,20"
"ALCIANO DE OLIVEIRA SILVA - 07411225290";"16.960,00";"16.960,00";"16.960,00"
"ALCIDERLANDO FURTADO PASSOS - 83854169272";"18.722,37";"18.722,37";"16.179,37"
"ALCIDES TELES DE ARAUJO - 71544607253";"9.587,68";"9.587,68";"9.587,68"
"ALCIDES VALENTE DA CUNHA - 11288086253";"9.495,23";"9.495,23";"9.495,23"
"ALCILEIA DE CARVALHO ROLON - 51983699268";"2.320,00";"2.320,00";"2.320,00"
"ALCILENE DE SOUZA SILVA - 80647448220";"320,00";"320,00";"320,00"
"ALCILENE DO NASCIMENTO PINTO - 02366660294";"128,00";"128,00";"128,00"
"ALCILENE LIMA ALVES DA CUNHA - 82149224291";"308,00";"308,00";"308,00"
"ALCILENE MARIA GURGEL DA SILVA PINTO - 09636110204";"137.715,32";"137.715,32";"137.715,32"
"ALCIMAR CAMPOS DO NASCIMENTO - 13873652234";"15.000,00";"15.000,00";"15.000,00"
"ALCIMAR DO CARMO DE ANDRADE - 33999791268";"4.580,04";"4.580,04";"4.580,04"
"ALCIMAR TAVARES GOMES - 03351023286";"2.316,81";"2.316,81";"2.316,81"
"ALCIMONE SIMÃO DE OLIVEIRA - 70039613267";"910,00";"910,00";"910,00"
"ALCINAIDES DA COSTA SANTIAGO JUNIOR - 01817569279";"11.171,67";"11.171,67";"9.883,55"
"ALCINEIA GALDINO PEREIRA - 05565935296";"20.000,00";"20.000,00";"20.000,00"
"ALCINO FERREIRA DE SOUSA JUNIOR - 59233087204";"2.642,50";"2.642,50";"2.642,50"
"ALCIONE MARIA DE MELO SILVA - 58306072200";"2.475,38";"2.475,38";"2.475,38"
"ALCIONE OLIVEIRA DA SILVA - 00782924255";"312,00";"312,00";"312,00"
"ALCLEIA ALVES DA SILVA - 02773581245";"2.209,97";"2.209,97";"2.209,97"
"AL COMERCIAL E SERVICOS IMPORTACAO E EXP - 18633790000108";"2.673.414,09";"1.934.957,61";"1.622.932,61"
"AL CONSTRUTORA LTDA - 03664584000198";"29.538,30";"29.538,30";"0,00"
"A. L. COSTA DOS SANTOS LTDA - 18686908000166";"133.955,04";"26.379,54";"26.379,54"
"ALDA BEATRIZ AGUIAR DE SOUSA - 09387971236";"4.050,00";"3.600,00";"3.600,00"
"ALDAIR PEREIRA DE LIMA - 30880408200";"4.627,86";"4.627,86";"4.627,86"
"ALDA RADINE CASTRO DE ANDRADE NERY - 71921443200";"1.183,87";"1.183,87";"1.183,87"
"ALDAYSA SAMPAIO DOS SANTOS - 48443301287";"1.717,51";"1.717,51";"1.717,51"
"ALDEAN ANDRADE SILVA - 08953537258";"480,00";"480,00";"480,00"
"ALDEANE ALVES DE QUEIROZ - 02110405252";"2.700,00";"2.700,00";"2.700,00"
"ALDECILDO BRANDAO KATUKINA - 69376271220";"15.000,00";"15.000,00";"15.000,00"
"ALDECI LEITE COSTA - 16477847272";"2.433,12";"2.433,12";"2.433,12"
"ALDECIR BARBOSA DE FREITAS - 73522716272";"3.170,37";"3.170,37";"3.170,37"
"ALDEILSON JAMINAWA MANCHINERI - 03303925224";"230,00";"230,00";"230,00"
"ALDEIR ARAUJO DA COSTA - 00690028270";"17.465,10";"17.465,10";"17.465,10"
"ALDEIR BRAGA FERREIRA - 74213318249";"732,46";"732,46";"732,46"
"ALDELAINE CAMILO DOS SANTOS - 74035916234";"4.652,37";"4.652,37";"4.652,37"
"ALDELAINE CAMILO DOS SANTOS MONTEIRO - 74035916234";"3.220,87";"3.220,87";"3.220,87"
"ALDEMAURO DE SOUZA MACIEL - 95075356249";"7.215,24";"7.215,24";"7.215,24"
"ALDEMIR CARNEIRO DE MESSIAS JUNIOR - 36050806268";"1.001,87";"1.001,87";"1.001,87"
"ALDEMIR CAVALCANTE LOPES - 13881469249";"170.000,00";"119.000,00";"85.000,00"
"ALDEMIR MATEUS KAXINAWA - 78819377268";"4.526,78";"4.526,78";"4.526,78"
"ALDEMIR VALENTIM SIQUEIRA - 72660767220";"908,40";"908,40";"908,40"
"ALDENICE FERREIRA - 09131051200";"15.518,50";"15.518,50";"15.518,50"
"ALDENICE FERREIRA ALVES - 71921532220";"968,63";"968,63";"968,63"
"ALDENICE PEREIRA DO NASCIMENTO - 39083802272";"4.938,24";"4.938,24";"4.938,24"
"ALDENILSON DA SILVA KAXINAWA - 74411489287";"1.810,71";"1.810,71";"1.810,71"
"ALDENI NUNES DE MATOS - 63516110244";"29.970,56";"29.970,56";"29.970,56"
"ALDENIR FARACHE BARROSO - 82020264234";"1.288,12";"1.288,12";"1.288,12"
"ALDENIR SANTOS DE AZEVEDO - 95084185249";"320,00";"320,00";"320,00"
"ALDENISIO FERREIRA DA CUNHA - 43384218272";"24.947,14";"24.947,14";"24.947,14"
"ALDENISIO SOUZA OLIVEIRA - 89034716287";"4.526,78";"4.526,78";"4.526,78"
"ALDENOR DOMINGOS LOPES - 03614989267";"400,00";"400,00";"400,00"
"ALDENOR F DA SILVA LTDA - 08335469000193";"45.045,12";"45.045,12";"17.720,00"
"ALDERI CAVALCANTE LOPES - 36030589253";"23.234,19";"23.234,19";"23.234,19"
"ALDERIVAN GOMES DO NASCIMENTO - 93422121234";"8.291,61";"8.291,61";"8.291,61"
"ALDESANDRO SANTOS SILVA - 94619468215";"182,00";"182,00";"182,00"
"ALDHEMILLY MARTINS OLIVEIRA - 02072219280";"150,00";"150,00";"150,00"
"ALDIBERTO DE LIMA CARVALHO - 66326818249";"968,62";"968,62";"968,62"
"ALDINE DE VIVEIROS A MONTENEGRO PADULA - 85829463253";"48.000,00";"48.000,00";"48.000,00"
"ALDINEIDE PEREIRA DA SILVA - 64096556220";"20.400,00";"20.400,00";"20.400,00"
"ALDINO SCHATTAT - 55311040068";"5.726,01";"5.726,01";"5.726,01"
"ALDINO SCHATTAT - SF - 04034484000140";"2.000,00";"2.000,00";"1.000,00"
"ALDO COLOMBO JUNIOR - 63302594291";"4.198,36";"4.198,36";"4.198,36"
"ALDO DAMIAN CHAMBI GARRIDO - 53525256272";"2.400,00";"2.400,00";"2.400,00"
"ALDO JUNIOR DE ARAUJO PEREIRA - 59950951291";"9.048,96";"9.048,96";"9.048,96"
"ALDO ROBER VIVAN - 94627274068";"5.071,83";"5.071,83";"5.071,83"
"ALDO ROBER VIVAN SOCIEDADE INDIVIDUAL DE - 30800987000190";"1.453,40";"1.453,40";"1.453,40"
"ALDO RODRIGUES DA COSTA - 06663982249";"45.409,05";"45.409,05";"45.409,05"
"ALDO  SEBASTIÃO DA SILVA MANCHINERI - 00484468235";"11.421,06";"0,00";"0,00"
"A . L. DOS SANTOS - 47069333000130";"36.000,00";"13.500,00";"13.500,00"
"A. L. DOS SANTOS -LTDA - 47069333000211";"14.220,00";"7.200,00";"7.200,00"
"ALEA COMERCIAL LTDA - 12011917000332";"2.123.693,38";"120.450,50";"119.022,46"
"ALEAC - RESTITUIÇÕES FPS - 04039657000113";"8.302.342,94";"8.302.342,94";"8.302.342,94"
"ALECILDO SOUZA DE ALMEIDA - 09654794209";"1.110,00";"1.110,00";"1.110,00"
"ALECILIA SOUZA E SILVA - 10080050298";"120,00";"120,00";"120,00"
"ALEFF DE MATOS LIMA - 01602175209";"1.887,50";"1.887,50";"1.887,50"
"ALEFI DE SOUZA COSTA - 01909191248";"527,62";"527,62";"527,62"
"ALEF JASON NUNES CHARIFE - 01868270246";"1.937,26";"1.937,26";"1.937,26"
"ALEFSON DOMINGOS DE OLIVEIRA - 71921664215";"8.802,12";"8.802,12";"8.802,12"
"ALEFY MATOS DE ALBUQUERQUE - 06199355296";"188,00";"188,00";"188,00"
"ALEILSON DA SILVA CORDEIRO - 70179883291";"7.318,46";"7.318,46";"7.318,46"
"ALEKCHANDRA KAROLLYNNA NUNES DE LIMA - 03365762264";"10.526,47";"10.526,47";"0,00"
"ALENE CUNHA DO NASCIMENTO - 51895420253";"14.317,55";"14.317,55";"0,00"
"ALESANDRO CORREIA DAVILA - 73654272215";"20.000,00";"20.000,00";"20.000,00"
"ALESSA CRYSTINE DANTAS ASSIS DE ANDRADE - 09009118240";"508,00";"508,00";"508,00"
"ALESSANDRA ALVARENGA SANTANA - 09871989202";"1.180,00";"1.180,00";"1.180,00"
"ALESSANDRA BARROSO DA SILVA - 51821290259";"2.406,38";"2.406,38";"2.406,38"
"ALESSANDRA B. TONIETTI INSTRUMENTOS MUSICAIS - 18047657000170";"1.372,00";"0,00";"0,00"
"ALESSANDRA DA SILVA LIMA - 08438855210";"1.852,00";"1.852,00";"1.852,00"
"ALESSANDRA DE OLIVEIRA DA SILVA - 82824665220";"4.050,00";"3.600,00";"3.600,00"
"ALESSANDRA DOS SANTOS SILVA - 09801756233";"314,00";"314,00";"314,00"
"ALESSANDRA FERREIRA DE SOUZA - 93031092287";"17.840,00";"17.840,00";"17.840,00"
"ALESSANDRA GARCIA MARQUES - 81515634604";"5.442,36";"5.442,36";"5.442,36"
"ALESSANDRA MARIA NUNES MARQUES - 61709891220";"7.142,86";"7.142,86";"7.142,86"
"ALESSANDRA MUSTAFA DA SILVA - 58417788204";"753,37";"753,37";"753,37"
"ALESSANDRA ORTIZ DAVILA DA SILVA - 53433637253";"13.994,62";"13.994,62";"13.994,62"
"ALESSANDRA RIBEIRO DA SILVA - 94548579249";"1.389,12";"1.389,12";"1.389,12"
"ALESSANDRA RODRIGUES DE SOUSA - 10259707210";"150,00";"150,00";"150,00"
"ALESSANDRA SEVERINO DA SILVA MANCHINERY - 77078799291";"15.000,00";"15.000,00";"15.000,00"
"ALESSANDRA SILVA DOS SANTOS - 03267953243";"1.332,00";"1.332,00";"1.332,00"
"ALESSANDRA SOUZA DA SILVA - 73476269272";"3.982,10";"3.982,10";"3.982,10"
"ALESSANDRO AMARAL - 62685333215";"8.587,46";"8.587,46";"8.587,46"
"ALESSANDRO ARAUJO DE SOUZA - 88040658268";"1.507,49";"1.507,49";"1.507,49"
"ALESSANDRO BORGES DE MOURA - 65379306268";"30.000,00";"30.000,00";"30.000,00"
"ALESSANDRO CARDOSO DA SILVA - 05950535219";"300,00";"300,00";"300,00"
"ALESSANDRO CAVALCANTE VASCONCELOS - 41207300268";"45.435,73";"45.435,73";"0,00"
"ALESSANDRO DA SILVA DAMASCENO - 63787229272";"320,00";"320,00";"320,00"
"ALESSANDRO DA SILVA GOMES - 88767744249";"2.691,00";"2.691,00";"2.691,00"
"ALESSANDRO DE FREITAS DA SILVA - 59027762287";"2.421,90";"2.421,90";"2.421,90"
"ALESSANDRO DO NASCIMENTO XAVIER - 09800390294";"370,00";"370,00";"370,00"
"ALESSANDRO FABELO - 07829090785";"2.277,00";"2.277,00";"2.277,00"
